BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
37, 0.0000071598, 0.0000000101, 18, 0.039, 0.507, 0.0000071598, 0.0000000101, 48, 0.0000071598, 0.0000000101, 48, 0.468, 1.00, 1.00
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000069918, 0.0000000156, 10, 0.024, 0.033, 0.0000069918, 0.0000000156, 1, 0.0000069918, 0.0000000156, 1, 0.010, 1.00, 1.00
1, 0.0000934873, 0.0000006535, 54, 0.442, 2.393, 0.0000967418, 0.0000001396, 66, 0.0000951032, 0.0000000435, 257, 2.506, 1.03, 1.02
2, 0.0000381173, 0.0000003241, 54, 0.154, 1.499, 0.0000386927, 0.0000000715, 138, 0.0000386927, 0.0000000715, 138, 1.346, 1.02, 1.02
3, 0.0000591003, 0.0000001336, 60, 0.104, 2.055, 0.0000628756, 0.0000001825, 195, 0.0000523522, 0.0000000251, 222, 2.165, 1.06, 0.89
4, 0.0000827472, 0.0000002391, 100, 0.217, 2.099, 0.0000873999, 0.0000000785, 193, 0.0000873999, 0.0000000785, 193, 1.882, 1.06, 1.06
5, 0.0000260070, 0.0000000484, 29, 0.081, 0.803, 0.0000260070, 0.0000000484, 74, 0.0000260070, 0.0000000484, 74, 0.722, 1.00, 1.00
6, 0.0000335830, 0.0000000285, 31, 0.114, 1.792, 0.0000335830, 0.0000000285, 172, 0.0000335830, 0.0000000285, 172, 1.677, 1.00, 1.00
7, 0.0000249355, 0.0000002993, 55, 0.137, 1.415, 0.0000267749, 0.0000001971, 131, 0.0000267749, 0.0000001971, 131, 1.278, 1.07, 1.07
8, 0.0000449820, 0.0000003985, 60, 0.113, 0.844, 0.0000465990, 0.0000000745, 75, 0.0000465990, 0.0000000745, 75, 0.731, 1.04, 1.04
9, 0.0000430263, 0.0000000636, 31, 0.053, 2.004, 0.0000430263, 0.0000000636, 196, 0.0000418321, 0.0000000270, 343, 3.345, 1.00, 0.97
10, 0.0000189477, 0.0000004907, 79, 0.233, 1.335, 0.0000192385, 0.0000000339, 113, 0.0000192385, 0.0000000339, 113, 1.102, 1.02, 1.02
11, 0.0000230555, 0.0000002066, 60, 0.146, 0.887, 0.0000240264, 0.0000000327, 76, 0.0000240264, 0.0000000327, 76, 0.741, 1.04, 1.04
12, 0.0000304310, 0.0000002208, 100, 0.201, 2.132, 0.0000309439, 0.0000000196, 198, 0.0000309439, 0.0000000196, 198, 1.931, 1.02, 1.02
13, 0.0000204237, 0.0000003953, 79, 0.186, 1.765, 0.0000222969, 0.0000000519, 162, 0.0000222969, 0.0000000519, 162, 1.580, 1.09, 1.09
14, 0.0000308535, 0.0000002172, 89, 0.195, 2.146, 0.0000319317, 0.0000000448, 182, 0.0000313540, 0.0000000757, 204, 1.990, 1.03, 1.02
15, 0.0000644407, 0.0000002521, 100, 0.239, 1.780, 0.0000658488, 0.0000002303, 158, 0.0000658488, 0.0000002303, 158, 1.541, 1.02, 1.02
16, 0.0000147297, 0.0000002210, 51, 0.141, 0.853, 0.0000148403, 0.0000000239, 73, 0.0000148403, 0.0000000239, 73, 0.712, 1.01, 1.01
17, 0.0000349911, 0.0000000996, 31, 0.164, 0.847, 0.0000349911, 0.0000000996, 70, 0.0000349911, 0.0000000996, 70, 0.683, 1.00, 1.00
18, 0.0000240222, 0.0000004947, 56, 0.132, 1.527, 0.0000242948, 0.0000002322, 143, 0.0000242948, 0.0000002322, 143, 1.395, 1.01, 1.01
19, 0.0000570900, 0.0000001216, 89, 0.169, 2.120, 0.0000606077, 0.0000001555, 184, 0.0000580054, 0.0000000566, 385, 3.755, 1.06, 1.02
20, 0.0000573603, 0.0000003272, 60, 0.110, 2.061, 0.0000606790, 0.0000000481, 140, 0.0000558930, 0.0000001209, 532, 5.188, 1.06, 0.97
21, 0.0000160372, 0.0000001654, 100, 0.306, 0.979, 0.0000199650, 0.0000000134, 69, 0.0000199650, 0.0000000134, 69, 0.673, 1.24, 1.24
22, 0.0000655108, 0.0000002033, 100, 0.215, 2.166, 0.0000705217, 0.0000002440, 200, 0.0000705217, 0.0000002440, 200, 1.951, 1.08, 1.08
23, 0.0000128500, 0.0000001570, 28, 0.068, 1.092, 0.0000128500, 0.0000001570, 105, 0.0000128500, 0.0000001570, 105, 1.024, 1.00, 1.00
24, 0.0000844869, 0.0000002764, 31, 0.054, 0.922, 0.0000844869, 0.0000002764, 89, 0.0000844869, 0.0000002764, 89, 0.868, 1.00, 1.00
25, 0.0000764952, 0.0000007259, 60, 0.135, 2.086, 0.0000805947, 0.0000002021, 129, 0.0000775327, 0.0000000543, 460, 4.486, 1.05, 1.01
26, 0.0000125955, 0.0000002070, 82, 0.232, 0.641, 0.0000128776, 0.0000000139, 42, 0.0000128776, 0.0000000139, 42, 0.410, 1.02, 1.02
27, 0.0000441144, 0.0000000080, 31, 0.052, 1.359, 0.0000441144, 0.0000000080, 134, 0.0000441144, 0.0000000080, 134, 1.307, 1.00, 1.00
28, 0.0000147822, 0.0000000208, 28, 0.057, 0.740, 0.0000147822, 0.0000000208, 70, 0.0000147822, 0.0000000208, 70, 0.683, 1.00, 1.00
29, 0.0000837460, 0.0000000433, 31, 0.055, 2.005, 0.0000837460, 0.0000000433, 183, 0.0000817371, 0.0000000363, 710, 6.924, 1.00, 0.98
30, 0.0000740855, 0.0000003646, 89, 0.160, 2.110, 0.0000794625, 0.0000002047, 195, 0.0000782011, 0.0000000840, 961, 9.372, 1.07, 1.06
31, 0.0000130630, 0.0000003602, 74, 0.230, 0.630, 0.0000136359, 0.0000005447, 41, 0.0000136359, 0.0000005447, 41, 0.400, 1.04, 1.04
32, 0.0001386813, 0.0000024836, 89, 0.167, 2.118, 0.0001419970, 0.0000001010, 196, 0.0001369018, 0.0000001957, 410, 3.999, 1.02, 0.99
33, 0.0001486563, 0.0000001346, 31, 0.063, 2.014, 0.0001486563, 0.0000001346, 156, 0.0001426128, 0.0000000728, 449, 4.379, 1.00, 0.96
34, 0.0000025063, 0.0000000574, 30, 0.066, 0.339, 0.0000035063, 0.0000000042, 28, 0.0000035063, 0.0000000042, 28, 0.273, 1.40, 1.40
35, 0.0000001000, 0.0000000187, 10, 0.023, 0.032, 0.0000032675, 0.0000001044, 1, 0.0000032675, 0.0000001044, 1, 0.010, 32.68, 32.68
36, 0.0000186117, 0.0000000071, 18, 0.039, 0.244, 0.0000186117, 0.0000000071, 21, 0.0000186117, 0.0000000071, 21, 0.205, 1.00, 1.00
37, 0.0000071598, 0.0000000101, 18, 0.034, 0.502, 0.0000071598, 0.0000000101, 48, 0.0000071598, 0.0000000101, 48, 0.468, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000069918, 0.0000000156, 10, 0.023, 0.033, 0.0000069918, 0.0000000156, 1, 0.0000069918, 0.0000000156, 1, 0.010, 1.00, 1.00
1, 0.0000914100, 0.0000011141, 57, 0.292, 2.798, 0.0000951032, 0.0000000435, 257, 0.0000951032, 0.0000000435, 257, 2.506, 1.04, 1.04
2, 0.0000383143, 0.0000009980, 54, 0.153, 1.499, 0.0000386927, 0.0000000715, 138, 0.0000386927, 0.0000000715, 138, 1.346, 1.01, 1.01
3, 0.0000523522, 0.0000000251, 31, 0.054, 2.219, 0.0000523522, 0.0000000251, 222, 0.0000523522, 0.0000000251, 222, 2.165, 1.00, 1.00
4, 0.0000829842, 0.0000000661, 89, 0.176, 2.058, 0.0000873999, 0.0000000785, 193, 0.0000873999, 0.0000000785, 193, 1.882, 1.05, 1.05
5, 0.0000260070, 0.0000000484, 29, 0.080, 0.802, 0.0000260070, 0.0000000484, 74, 0.0000260070, 0.0000000484, 74, 0.722, 1.00, 1.00
6, 0.0000335830, 0.0000000285, 31, 0.117, 1.794, 0.0000335830, 0.0000000285, 172, 0.0000335830, 0.0000000285, 172, 1.677, 1.00, 1.00
7, 0.0000247352, 0.0000001770, 81, 0.237, 1.515, 0.0000267749, 0.0000001971, 131, 0.0000267749, 0.0000001971, 131, 1.278, 1.08, 1.08
8, 0.0000449268, 0.0000001344, 89, 0.177, 0.908, 0.0000465990, 0.0000000745, 75, 0.0000465990, 0.0000000745, 75, 0.731, 1.04, 1.04
9, 0.0000427271, 0.0000000469, 31, 0.055, 2.980, 0.0000427271, 0.0000000469, 258, 0.0000418321, 0.0000000270, 343, 3.345, 1.00, 0.98
10, 0.0000192385, 0.0000000339, 29, 0.090, 1.192, 0.0000192385, 0.0000000339, 113, 0.0000192385, 0.0000000339, 113, 1.102, 1.00, 1.00
11, 0.0000233125, 0.0000004536, 60, 0.153, 0.894, 0.0000240264, 0.0000000327, 76, 0.0000240264, 0.0000000327, 76, 0.741, 1.03, 1.03
12, 0.0000309439, 0.0000000196, 31, 0.053, 1.984, 0.0000309439, 0.0000000196, 198, 0.0000309439, 0.0000000196, 198, 1.931, 1.00, 1.00
13, 0.0000210483, 0.0000003731, 54, 0.119, 1.699, 0.0000222969, 0.0000000519, 162, 0.0000222969, 0.0000000519, 162, 1.580, 1.06, 1.06
14, 0.0000303992, 0.0000002271, 90, 0.340, 2.330, 0.0000313540, 0.0000000757, 204, 0.0000313540, 0.0000000757, 204, 1.990, 1.03, 1.03
15, 0.0000658488, 0.0000002303, 31, 0.055, 1.596, 0.0000658488, 0.0000002303, 158, 0.0000658488, 0.0000002303, 158, 1.541, 1.00, 1.00
16, 0.0000148403, 0.0000000239, 27, 0.071, 0.783, 0.0000148403, 0.0000000239, 73, 0.0000148403, 0.0000000239, 73, 0.712, 1.00, 1.00
17, 0.0000349911, 0.0000000996, 31, 0.090, 0.772, 0.0000349911, 0.0000000996, 70, 0.0000349911, 0.0000000996, 70, 0.683, 1.00, 1.00
18, 0.0000231288, 0.0000004436, 56, 0.125, 1.520, 0.0000242948, 0.0000002322, 143, 0.0000242948, 0.0000002322, 143, 1.395, 1.05, 1.05
19, 0.0000561880, 0.0000001874, 60, 0.111, 3.036, 0.0000598476, 0.0000000836, 260, 0.0000580054, 0.0000000566, 385, 3.755, 1.07, 1.03
20, 0.0000529320, 0.0000003859, 60, 0.104, 3.030, 0.0000563481, 0.0000000757, 263, 0.0000558930, 0.0000001209, 532, 5.188, 1.06, 1.06
21, 0.0000161473, 0.0000000635, 100, 0.308, 0.981, 0.0000199650, 0.0000000134, 69, 0.0000199650, 0.0000000134, 69, 0.673, 1.24, 1.24
22, 0.0000680290, 0.0000001104, 60, 0.117, 2.068, 0.0000705217, 0.0000002440, 200, 0.0000705217, 0.0000002440, 200, 1.951, 1.04, 1.04
23, 0.0000126273, 0.0000000691, 53, 0.138, 1.162, 0.0000128500, 0.0000001570, 105, 0.0000128500, 0.0000001570, 105, 1.024, 1.02, 1.02
24, 0.0000844869, 0.0000002764, 31, 0.058, 0.926, 0.0000844869, 0.0000002764, 89, 0.0000844869, 0.0000002764, 89, 0.868, 1.00, 1.00
25, 0.0000735162, 0.0000004980, 100, 0.192, 3.118, 0.0000781537, 0.0000001995, 259, 0.0000775327, 0.0000000543, 460, 4.486, 1.06, 1.05
26, 0.0000128776, 0.0000000139, 29, 0.101, 0.511, 0.0000128776, 0.0000000139, 42, 0.0000128776, 0.0000000139, 42, 0.410, 1.00, 1.00
27, 0.0000441144, 0.0000000080, 31, 0.055, 1.362, 0.0000441144, 0.0000000080, 134, 0.0000441144, 0.0000000080, 134, 1.307, 1.00, 1.00
28, 0.0000144993, 0.0000002212, 96, 0.221, 0.903, 0.0000147822, 0.0000000208, 70, 0.0000147822, 0.0000000208, 70, 0.683, 1.02, 1.02
29, 0.0000814962, 0.0000002331, 60, 0.108, 3.034, 0.0000837460, 0.0000000433, 183, 0.0000817371, 0.0000000363, 710, 6.924, 1.03, 1.00
30, 0.0000759507, 0.0000015828, 60, 0.112, 3.037, 0.0000787734, 0.0000000711, 257, 0.0000782011, 0.0000000840, 961, 9.372, 1.04, 1.03
31, 0.0000131950, 0.0000003381, 50, 0.202, 0.602, 0.0000136359, 0.0000005447, 41, 0.0000136359, 0.0000005447, 41, 0.400, 1.03, 1.03
32, 0.0001371033, 0.0000051619, 100, 0.215, 3.141, 0.0001402250, 0.0000001385, 259, 0.0001369018, 0.0000001957, 410, 3.999, 1.02, 1.00
33, 0.0001444776, 0.0000000763, 31, 0.064, 2.990, 0.0001444776, 0.0000000763, 257, 0.0001426128, 0.0000000728, 449, 4.379, 1.00, 0.99
34, 0.0000025047, 0.0000000745, 32, 0.069, 0.342, 0.0000035063, 0.0000000042, 28, 0.0000035063, 0.0000000042, 28, 0.273, 1.40, 1.40
35, 0.0000000985, 0.0000000154, 10, 0.023, 0.033, 0.0000032675, 0.0000001044, 1, 0.0000032675, 0.0000001044, 1, 0.010, 33.17, 33.17
36, 0.0000186117, 0.0000000071, 18, 0.042, 0.247, 0.0000186117, 0.0000000071, 21, 0.0000186117, 0.0000000071, 21, 0.205, 1.00, 1.00
37, 0.0000071598, 0.0000000101, 18, 0.039, 0.507, 0.0000071598, 0.0000000101, 48, 0.0000071598, 0.0000000101, 48, 0.468, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000069918, 0.0000000156, 10, 0.024, 0.034, 0.0000069918, 0.0000000156, 1, 0.0000069918, 0.0000000156, 1, 0.010, 1.00, 1.00
1, 0.0000906820, 0.0000008016, 84, 0.514, 3.021, 0.0000951032, 0.0000000435, 257, 0.0000951032, 0.0000000435, 257, 2.506, 1.05, 1.05
2, 0.0000343433, 0.0000003928, 94, 0.322, 1.668, 0.0000386927, 0.0000000715, 138, 0.0000386927, 0.0000000715, 138, 1.346, 1.13, 1.13
3, 0.0000523522, 0.0000000251, 31, 0.054, 2.219, 0.0000523522, 0.0000000251, 222, 0.0000523522, 0.0000000251, 222, 2.165, 1.00, 1.00
4, 0.0000827720, 0.0000004109, 60, 0.121, 2.003, 0.0000873999, 0.0000000785, 193, 0.0000873999, 0.0000000785, 193, 1.882, 1.06, 1.06
5, 0.0000260070, 0.0000000484, 29, 0.079, 0.801, 0.0000260070, 0.0000000484, 74, 0.0000260070, 0.0000000484, 74, 0.722, 1.00, 1.00
6, 0.0000335830, 0.0000000285, 31, 0.119, 1.796, 0.0000335830, 0.0000000285, 172, 0.0000335830, 0.0000000285, 172, 1.677, 1.00, 1.00
7, 0.0000250643, 0.0000004736, 80, 0.210, 1.488, 0.0000267749, 0.0000001971, 131, 0.0000267749, 0.0000001971, 131, 1.278, 1.07, 1.07
8, 0.0000445597, 0.0000000122, 100, 0.202, 0.934, 0.0000465990, 0.0000000745, 75, 0.0000465990, 0.0000000745, 75, 0.731, 1.05, 1.05
9, 0.0000418321, 0.0000000270, 31, 0.054, 3.399, 0.0000418321, 0.0000000270, 343, 0.0000418321, 0.0000000270, 343, 3.345, 1.00, 1.00
10, 0.0000187088, 0.0000002658, 79, 0.235, 1.337, 0.0000192385, 0.0000000339, 113, 0.0000192385, 0.0000000339, 113, 1.102, 1.03, 1.03
11, 0.0000212270, 0.0000002988, 89, 0.287, 1.028, 0.0000240264, 0.0000000327, 76, 0.0000240264, 0.0000000327, 76, 0.741, 1.13, 1.13
12, 0.0000307017, 0.0000006297, 60, 0.110, 2.041, 0.0000309439, 0.0000000196, 198, 0.0000309439, 0.0000000196, 198, 1.931, 1.01, 1.01
13, 0.0000202868, 0.0000004653, 78, 0.183, 1.763, 0.0000222969, 0.0000000519, 162, 0.0000222969, 0.0000000519, 162, 1.580, 1.10, 1.10
14, 0.0000305347, 0.0000004814, 60, 0.282, 2.271, 0.0000313540, 0.0000000757, 204, 0.0000313540, 0.0000000757, 204, 1.990, 1.03, 1.03
15, 0.0000649017, 0.0000002885, 88, 0.326, 1.866, 0.0000658488, 0.0000002303, 158, 0.0000658488, 0.0000002303, 158, 1.541, 1.01, 1.01
16, 0.0000146880, 0.0000001584, 51, 0.149, 0.861, 0.0000148403, 0.0000000239, 73, 0.0000148403, 0.0000000239, 73, 0.712, 1.01, 1.01
17, 0.0000347043, 0.0000001095, 60, 0.253, 0.935, 0.0000349911, 0.0000000996, 70, 0.0000349911, 0.0000000996, 70, 0.683, 1.01, 1.01
18, 0.0000222523, 0.0000004152, 100, 0.241, 1.636, 0.0000242948, 0.0000002322, 143, 0.0000242948, 0.0000002322, 143, 1.395, 1.09, 1.09
19, 0.0000566007, 0.0000003378, 60, 0.107, 3.861, 0.0000580054, 0.0000000566, 385, 0.0000580054, 0.0000000566, 385, 3.755, 1.02, 1.02
20, 0.0000523493, 0.0000002808, 60, 0.105, 5.294, 0.0000558930, 0.0000001209, 532, 0.0000558930, 0.0000001209, 532, 5.188, 1.07, 1.07
21, 0.0000163243, 0.0000003657, 56, 0.154, 0.827, 0.0000199650, 0.0000000134, 69, 0.0000199650, 0.0000000134, 69, 0.673, 1.22, 1.22
22, 0.0000674378, 0.0000002065, 60, 0.117, 2.068, 0.0000705217, 0.0000002440, 200, 0.0000705217, 0.0000002440, 200, 1.951, 1.05, 1.05
23, 0.0000128500, 0.0000001570, 28, 0.074, 1.098, 0.0000128500, 0.0000001570, 105, 0.0000128500, 0.0000001570, 105, 1.024, 1.00, 1.00
24, 0.0000841813, 0.0000007738, 60, 0.112, 0.980, 0.0000844869, 0.0000002764, 89, 0.0000844869, 0.0000002764, 89, 0.868, 1.00, 1.00
25, 0.0000722505, 0.0000003667, 89, 0.215, 4.702, 0.0000775327, 0.0000000543, 460, 0.0000775327, 0.0000000543, 460, 4.486, 1.07, 1.07
26, 0.0000128776, 0.0000000139, 29, 0.110, 0.519, 0.0000128776, 0.0000000139, 42, 0.0000128776, 0.0000000139, 42, 0.410, 1.00, 1.00
27, 0.0000435860, 0.0000002920, 60, 0.105, 1.412, 0.0000441144, 0.0000000080, 134, 0.0000441144, 0.0000000080, 134, 1.307, 1.01, 1.01
28, 0.0000145157, 0.0000002367, 54, 0.115, 0.798, 0.0000147822, 0.0000000208, 70, 0.0000147822, 0.0000000208, 70, 0.683, 1.02, 1.02
29, 0.0000792688, 0.0000006169, 100, 0.204, 7.128, 0.0000817371, 0.0000000363, 710, 0.0000817371, 0.0000000363, 710, 6.924, 1.03, 1.03
30, 0.0000735963, 0.0000001188, 60, 0.108, 9.480, 0.0000782011, 0.0000000840, 961, 0.0000782011, 0.0000000840, 961, 9.372, 1.06, 1.06
31, 0.0000134773, 0.0000003825, 50, 0.162, 0.562, 0.0000136359, 0.0000005447, 41, 0.0000136359, 0.0000005447, 41, 0.400, 1.01, 1.01
32, 0.0001294888, 0.0000004496, 100, 0.203, 4.201, 0.0001369018, 0.0000001957, 410, 0.0001369018, 0.0000001957, 410, 3.999, 1.06, 1.06
33, 0.0001426128, 0.0000000728, 31, 0.064, 4.443, 0.0001426128, 0.0000000728, 449, 0.0001426128, 0.0000000728, 449, 4.379, 1.00, 1.00
34, 0.0000026485, 0.0000000551, 32, 0.071, 0.344, 0.0000035063, 0.0000000042, 28, 0.0000035063, 0.0000000042, 28, 0.273, 1.32, 1.32
35, 0.0000000935, 0.0000000157, 10, 0.023, 0.033, 0.0000032675, 0.0000001044, 1, 0.0000032675, 0.0000001044, 1, 0.010, 34.95, 34.95
36, 0.0000186117, 0.0000000071, 18, 0.041, 0.246, 0.0000186117, 0.0000000071, 21, 0.0000186117, 0.0000000071, 21, 0.205, 1.00, 1.00
37, 0.0000071598, 0.0000000101, 18, 0.040, 0.508, 0.0000071598, 0.0000000101, 48, 0.0000071598, 0.0000000101, 48, 0.468, 1.00, 1.00
BENCH: inception_v3
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0000080920, 0.0000000223, 10, 0.024, 0.029, 0.0000080920, 0.0000000223, 1, 0.0000080920, 0.0000000223, 1, 0.006, 1.00, 1.00
1, 0.0000347290, 0.0000003951, 28, 0.090, 0.096, 0.0000351269, 0.0000001439, 1, 0.0000056691, 0.0000000103, 26, 0.151, 1.01, 0.16
2, 0.0000801735, 0.0000016118, 100, 0.195, 0.201, 0.0000845152, 0.0000001131, 1, 0.0000845152, 0.0000001131, 1, 0.006, 1.05, 1.05
3, 0.0004081892, 0.0000011019, 100, 0.282, 0.288, 0.0019829544, 0.0000116129, 1, 0.0002114187, 0.0000008344, 81, 0.470, 4.86, 0.52
4, 0.0001963655, 0.0000024739, 100, 0.291, 0.297, 0.0004699273, 0.0000010436, 1, 0.0001768720, 0.0000002747, 6, 0.035, 2.39, 0.90
5, 0.0000057275, 0.0000001129, 10, 0.025, 0.030, 0.0000062394, 0.0000000066, 1, 0.0000062394, 0.0000000066, 1, 0.006, 1.09, 1.09
6, 0.0000184833, 0.0000000470, 32, 0.090, 0.096, 0.0000298013, 0.0000000361, 1, 0.0000046912, 0.0000000045, 7, 0.041, 1.61, 0.25
7, 0.0000774840, 0.0000007489, 100, 0.298, 0.304, 0.0005515746, 0.0000033024, 1, 0.0000844087, 0.0000000840, 5, 0.029, 7.12, 1.09
8, 0.0002131340, 0.0000005400, 89, 0.199, 0.205, 0.0007148165, 0.0000037429, 1, 0.0001700048, 0.0000002626, 46, 0.267, 3.35, 0.80
9, 0.0011859022, 0.0000256483, 100, 0.389, 0.395, 0.0039305421, 0.0000084969, 1, 0.0003174668, 0.0000005585, 226, 1.312, 3.31, 0.27
10, 0.0003494587, 0.0000026690, 100, 0.268, 0.274, 0.0005326989, 0.0000026347, 1, 0.0000921228, 0.0000000370, 188, 1.092, 1.52, 0.26
11, 0.0001392950, 0.0000061517, 100, 0.412, 0.418, 0.0023964803, 0.0000080773, 1, 0.0001426789, 0.0000003252, 24, 0.139, 17.20, 1.02
12, 0.0001496665, 0.0000002769, 100, 0.407, 0.413, 0.0003285310, 0.0000016159, 1, 0.0000912031, 0.0000002584, 120, 0.697, 2.20, 0.61
13, 0.0000111936, 0.0000000142, 18, 0.055, 0.061, 0.0000111936, 0.0000000142, 1, 0.0000039560, 0.0000000038, 17, 0.099, 1.00, 0.35
14, 0.0003343193, 0.0000030426, 100, 0.286, 0.292, 0.0109176281, 0.0001925778, 1, 0.0000978622, 0.0000001902, 57, 0.331, 32.66, 0.29
15, 0.0006873142, 0.0000025345, 100, 0.318, 0.324, 0.0019380591, 0.0000016239, 1, 0.0002760631, 0.0000003033, 408, 2.369, 2.82, 0.40
16, 0.0006276438, 0.0000110320, 100, 0.424, 0.430, 0.0015383628, 0.0000016298, 1, 0.0002765951, 0.0000003301, 276, 1.603, 2.45, 0.44
17, 0.0002939190, 0.0000076470, 90, 0.776, 0.782, 0.0006410893, 0.0000017075, 1, 0.0001979283, 0.0000001539, 306, 1.777, 2.18, 0.67
18, 0.0004956608, 0.0000013489, 100, 0.403, 0.409, 0.0009300261, 0.0000009955, 1, 0.0002433295, 0.0000002459, 95, 0.552, 1.88, 0.49
19, 0.0002471048, 0.0000026847, 100, 0.240, 0.246, 0.0004811065, 0.0000002655, 1, 0.0001424621, 0.0000003118, 234, 1.359, 1.95, 0.58
20, 0.0003806670, 0.0000013787, 60, 0.153, 0.159, 0.0004231161, 0.0000009980, 1, 0.0002019210, 0.0000005463, 129, 0.749, 1.11, 0.53
21, 0.0012052448, 0.0000202830, 96, 0.358, 0.364, 0.0023595431, 0.0000046336, 1, 0.0002489652, 0.0000011986, 135, 0.784, 1.96, 0.21
22, 0.0000118960, 0.0000009248, 10, 0.024, 0.030, 0.0000120950, 0.0000001970, 1, 0.0000120950, 0.0000001970, 1, 0.006, 1.02, 1.02
23, 0.0000376903, 0.0000001316, 18, 0.112, 0.118, 0.0000376903, 0.0000001316, 1, 0.0000081448, 0.0000000077, 20, 0.116, 1.00, 0.22
24, 0.0008136052, 0.0000015542, 86, 0.210, 0.216, 0.0020155074, 0.0000121693, 1, 0.0001284560, 0.0000001294, 68, 0.395, 2.48, 0.16
25, 0.0009358493, 0.0000034220, 80, 0.243, 0.249, 0.0014648731, 0.0000057994, 1, 0.0002004168, 0.0000004334, 78, 0.453, 1.57, 0.21
26, 0.0003000003, 0.0000015304, 100, 0.372, 0.377, 0.0006366348, 0.0000005921, 1, 0.0001158194, 0.0000000826, 92, 0.534, 2.12, 0.39
27, 0.0003141020, 0.0000021571, 100, 0.293, 0.299, 0.0014258976, 0.0000063260, 1, 0.0001345996, 0.0000002182, 115, 0.668, 4.54, 0.43
28, 0.0002394502, 0.0000038294, 100, 0.270, 0.276, 0.0004670835, 0.0000004454, 1, 0.0001946915, 0.0000007894, 68, 0.395, 1.95, 0.81
29, 0.0000122198, 0.0000005663, 41, 0.580, 0.586, 0.0000238225, 0.0000001494, 1, 0.0000050566, 0.0000000210, 25, 0.145, 1.95, 0.41
30, 0.0001621230, 0.0000010167, 89, 0.206, 0.212, 0.0003672081, 0.0000006039, 1, 0.0001615965, 0.0000034126, 39, 0.226, 2.26, 1.00
31, 0.0000051667, 0.0000000094, 10, 0.025, 0.031, 0.0000051667, 0.0000000094, 1, 0.0000051667, 0.0000000094, 1, 0.006, 1.00, 1.00
32, 0.0000380088, 0.0000005324, 38, 0.162, 0.167, 0.0000600743, 0.0000015823, 1, 0.0000134191, 0.0000000233, 19, 0.110, 1.58, 0.35
33, 0.0002908228, 0.0000011658, 89, 0.179, 0.185, 0.0003829839, 0.0000023947, 1, 0.0001110331, 0.0000001159, 16, 0.093, 1.32, 0.38
34, 0.0000048299, 0.0000000146, 10, 0.034, 0.040, 0.0000048299, 0.0000000146, 1, 0.0000048299, 0.0000000146, 1, 0.006, 1.00, 1.00
35, 0.0001498783, 0.0000003003, 18, 0.056, 0.062, 0.0001498783, 0.0000003003, 1, 0.0000113277, 0.0000000122, 56, 0.325, 1.00, 0.08
36, 0.0001692533, 0.0000013399, 100, 0.631, 0.637, 0.0005700650, 0.0000024792, 1, 0.0000849217, 0.0000002909, 53, 0.308, 3.37, 0.50
37, 0.0000044553, 0.0000000078, 10, 0.025, 0.031, 0.0000044553, 0.0000000078, 1, 0.0000044553, 0.0000000078, 1, 0.006, 1.00, 1.00
38, 0.0000104383, 0.0000005061, 36, 0.325, 0.331, 0.0000242283, 0.0000000247, 1, 0.0000098804, 0.0000000070, 46, 0.267, 2.32, 0.95
39, 0.0002363088, 0.0000088511, 100, 0.207, 0.213, 0.0006184189, 0.0000141146, 1, 0.0000557407, 0.0000001994, 16, 0.093, 2.62, 0.24
40, 0.0003449405, 0.0000013784, 86, 0.217, 0.222, 0.0035371546, 0.0001583721, 1, 0.0002520636, 0.0000003814, 329, 1.911, 10.25, 0.73
41, 0.0018860135, 0.0000257233, 58, 0.193, 0.199, 0.0025212659, 0.0000111804, 1, 0.0003796456, 0.0000002117, 360, 2.091, 1.34, 0.20
42, 0.0001060915, 0.0000004971, 100, 0.221, 0.226, 0.0011838833, 0.0000100762, 1, 0.0000731683, 0.0000001887, 29, 0.168, 11.16, 0.69
