BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
12, 0.0000338943, 0.0000002273, 10, 0.024, 0.065, 0.0000344729, 0.0000000659, 2, 0.0000344729, 0.0000000659, 2, 0.041, 1.02, 1.02
13, 0.0154878462, 0.0000354339, 60, 0.970, 2.005, 0.0180379091, 0.0005993869, 17, 0.0123669163, 0.0000016322, 1753, 36.298, 1.16, 0.80
14, 0.0000054017, 0.0000000360, 14, 0.177, 0.198, 0.0000054017, 0.0000000360, 1, 0.0000054017, 0.0000000360, 1, 0.021, 1.00, 1.00
15, 0.0000124201, 0.0000000140, 11, 0.025, 0.066, 0.0000124201, 0.0000000140, 2, 0.0000124201, 0.0000000140, 2, 0.041, 1.00, 1.00
16, 0.0046940767, 0.0002331862, 58, 0.328, 1.363, 0.0051312711, 0.0000080896, 32, 0.0031463854, 0.0000003966, 579, 11.989, 1.09, 0.67
17, 0.0000039037, 0.0000000011, 15, 0.059, 0.514, 0.0000039037, 0.0000000011, 22, 0.0000039037, 0.0000000011, 22, 0.456, 1.00, 1.00
18, 0.0000024513, 0.0000000338, 16, 0.055, 0.303, 0.0000035036, 0.0000000053, 12, 0.0000035036, 0.0000000053, 12, 0.248, 1.43, 1.43
19, 0.0000079267, 0.0000000034, 10, 0.024, 0.044, 0.0000079267, 0.0000000034, 1, 0.0000079267, 0.0000000034, 1, 0.021, 1.00, 1.00
20, 0.0114752600, 0.0000034198, 18, 0.441, 1.476, 0.0114752600, 0.0000034198, 16, 0.0114152649, 0.0000037059, 1081, 22.384, 1.00, 0.99
21, 0.0015838905, 0.0000034018, 18, 0.148, 0.624, 0.0015838905, 0.0000034018, 23, 0.0015838905, 0.0000034018, 23, 0.476, 1.00, 1.00
22, 0.0000438967, 0.0000000909, 18, 0.055, 1.090, 0.0000438967, 0.0000000909, 42, 0.0000430183, 0.0000017960, 60, 1.242, 1.00, 0.98
23, 0.0000047057, 0.0000000437, 39, 0.096, 0.117, 0.0000075332, 0.0000000174, 1, 0.0000075332, 0.0000000174, 1, 0.021, 1.60, 1.60
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000070599, 0.0000003619, 10, 0.024, 0.044, 0.0000070599, 0.0000003619, 1, 0.0000070599, 0.0000003619, 1, 0.021, 1.00, 1.00
1, 0.0006917805, 0.0000125882, 89, 0.606, 2.677, 0.0007619915, 0.0000004326, 96, 0.0007333273, 0.0000010488, 125, 2.588, 1.10, 1.06
2, 0.0000299403, 0.0000004236, 15, 0.045, 0.128, 0.0000321488, 0.0000000044, 4, 0.0000321488, 0.0000000044, 4, 0.083, 1.07, 1.07
3, 0.0073746500, 0.0000160677, 58, 0.772, 2.843, 0.0076272252, 0.0000115960, 100, 0.0063137910, 0.0000235797, 940, 19.464, 1.03, 0.86
4, 0.0000167155, 0.0000000146, 15, 0.047, 0.813, 0.0000167155, 0.0000000146, 37, 0.0000167155, 0.0000000146, 37, 0.766, 1.00, 1.00
5, 0.0000083292, 0.0000000077, 10, 0.024, 0.044, 0.0000083292, 0.0000000077, 1, 0.0000083292, 0.0000000077, 1, 0.021, 1.00, 1.00
6, 0.0078058835, 0.0000208942, 56, 0.406, 2.476, 0.0081836369, 0.0003584887, 82, 0.0060597224, 0.0000030526, 789, 16.337, 1.05, 0.78
7, 0.0000638960, 0.0000001586, 10, 0.026, 0.046, 0.0000678717, 0.0000000802, 1, 0.0000678717, 0.0000000802, 1, 0.021, 1.06, 1.06
8, 0.0146941963, 0.0000564880, 57, 0.551, 2.622, 0.0151062640, 0.0000130898, 90, 0.0121901604, 0.0000041372, 1042, 21.576, 1.03, 0.83
9, 0.0000078519, 0.0000000137, 15, 0.036, 0.926, 0.0000078519, 0.0000000137, 43, 0.0000078519, 0.0000000137, 43, 0.890, 1.00, 1.00
10, 0.0000183865, 0.0000002905, 10, 0.024, 0.066, 0.0000191875, 0.0000009956, 2, 0.0000191875, 0.0000009956, 2, 0.041, 1.04, 1.04
11, 0.0072887725, 0.0000044576, 85, 0.730, 2.801, 0.0075317110, 0.0000112232, 90, 0.0061968703, 0.0000044808, 704, 14.577, 1.03, 0.85
12, 0.0000338943, 0.0000006781, 10, 0.024, 0.065, 0.0000344729, 0.0000000659, 2, 0.0000344729, 0.0000000659, 2, 0.041, 1.02, 1.02
13, 0.0168215329, 0.0000118436, 15, 0.614, 2.684, 0.0168215329, 0.0000118436, 82, 0.0123669163, 0.0000016322, 1753, 36.298, 1.00, 0.74
14, 0.0000054017, 0.0000000360, 14, 0.178, 0.199, 0.0000054017, 0.0000000360, 1, 0.0000054017, 0.0000000360, 1, 0.021, 1.00, 1.00
15, 0.0000124201, 0.0000000140, 11, 0.025, 0.067, 0.0000124201, 0.0000000140, 2, 0.0000124201, 0.0000000140, 2, 0.041, 1.00, 1.00
16, 0.0040261013, 0.0000075880, 100, 1.095, 3.166, 0.0043968858, 0.0000018589, 100, 0.0031463854, 0.0000003966, 579, 11.989, 1.09, 0.78
17, 0.0000039037, 0.0000000011, 15, 0.061, 0.516, 0.0000039037, 0.0000000011, 22, 0.0000039037, 0.0000000011, 22, 0.456, 1.00, 1.00
18, 0.0000024163, 0.0000000226, 16, 0.056, 0.304, 0.0000035036, 0.0000000053, 12, 0.0000035036, 0.0000000053, 12, 0.248, 1.45, 1.45
19, 0.0000079267, 0.0000000034, 10, 0.024, 0.045, 0.0000079267, 0.0000000034, 1, 0.0000079267, 0.0000000034, 1, 0.021, 1.00, 1.00
20, 0.0114477375, 0.0000021994, 18, 0.531, 2.601, 0.0114477375, 0.0000021994, 86, 0.0114152649, 0.0000037059, 1081, 22.384, 1.00, 1.00
21, 0.0015838905, 0.0000034018, 18, 0.155, 0.631, 0.0015838905, 0.0000034018, 23, 0.0015838905, 0.0000034018, 23, 0.476, 1.00, 1.00
22, 0.0000430183, 0.0000017960, 18, 0.058, 1.300, 0.0000430183, 0.0000017960, 60, 0.0000430183, 0.0000017960, 60, 1.242, 1.00, 1.00
23, 0.0000047023, 0.0000000470, 35, 0.078, 0.099, 0.0000075332, 0.0000000174, 1, 0.0000075332, 0.0000000174, 1, 0.021, 1.60, 1.60
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000068913, 0.0000002859, 10, 0.023, 0.044, 0.0000070599, 0.0000003619, 1, 0.0000070599, 0.0000003619, 1, 0.021, 1.02, 1.02
1, 0.0006363258, 0.0000065271, 94, 0.443, 3.032, 0.0007333273, 0.0000010488, 125, 0.0007333273, 0.0000010488, 125, 2.588, 1.15, 1.15
2, 0.0000302693, 0.0000005603, 15, 0.044, 0.127, 0.0000321488, 0.0000000044, 4, 0.0000321488, 0.0000000044, 4, 0.083, 1.06, 1.06
3, 0.0070804170, 0.0000566028, 89, 0.827, 4.968, 0.0073504550, 0.0000087290, 200, 0.0063137910, 0.0000235797, 940, 19.464, 1.04, 0.89
4, 0.0000167155, 0.0000000146, 15, 0.047, 0.813, 0.0000167155, 0.0000000146, 37, 0.0000167155, 0.0000000146, 37, 0.766, 1.00, 1.00
5, 0.0000083292, 0.0000000077, 10, 0.025, 0.045, 0.0000083292, 0.0000000077, 1, 0.0000083292, 0.0000000077, 1, 0.021, 1.00, 1.00
6, 0.0069595973, 0.0000087298, 86, 0.669, 4.810, 0.0070146740, 0.0000015187, 197, 0.0060597224, 0.0000030526, 789, 16.337, 1.01, 0.87
7, 0.0000641168, 0.0000005291, 10, 0.026, 0.046, 0.0000678717, 0.0000000802, 1, 0.0000678717, 0.0000000802, 1, 0.021, 1.06, 1.06
8, 0.0137919590, 0.0000112279, 97, 1.186, 5.327, 0.0148280363, 0.0000022017, 173, 0.0121901604, 0.0000041372, 1042, 21.576, 1.08, 0.88
9, 0.0000078519, 0.0000000137, 15, 0.038, 0.929, 0.0000078519, 0.0000000137, 43, 0.0000078519, 0.0000000137, 43, 0.890, 1.00, 1.00
10, 0.0000188123, 0.0000003243, 10, 0.024, 0.065, 0.0000191875, 0.0000009956, 2, 0.0000191875, 0.0000009956, 2, 0.041, 1.02, 1.02
11, 0.0063211557, 0.0000158975, 85, 0.839, 4.980, 0.0063841383, 0.0000012986, 195, 0.0061968703, 0.0000044808, 704, 14.577, 1.01, 0.98
12, 0.0000337310, 0.0000001651, 10, 0.024, 0.066, 0.0000344729, 0.0000000659, 2, 0.0000344729, 0.0000000659, 2, 0.041, 1.02, 1.02
13, 0.0143567663, 0.0000200430, 100, 1.309, 5.451, 0.0146397772, 0.0000180367, 193, 0.0123669163, 0.0000016322, 1753, 36.298, 1.02, 0.86
14, 0.0000054017, 0.0000000360, 14, 0.176, 0.197, 0.0000054017, 0.0000000360, 1, 0.0000054017, 0.0000000360, 1, 0.021, 1.00, 1.00
15, 0.0000124201, 0.0000000140, 11, 0.026, 0.067, 0.0000124201, 0.0000000140, 2, 0.0000124201, 0.0000000140, 2, 0.041, 1.00, 1.00
16, 0.0033383102, 0.0000237016, 60, 0.320, 4.461, 0.0033777624, 0.0000043118, 197, 0.0031463854, 0.0000003966, 579, 11.989, 1.01, 0.94
17, 0.0000039037, 0.0000000011, 15, 0.061, 0.516, 0.0000039037, 0.0000000011, 22, 0.0000039037, 0.0000000011, 22, 0.456, 1.00, 1.00
18, 0.0000024280, 0.0000000342, 16, 0.056, 0.304, 0.0000035036, 0.0000000053, 12, 0.0000035036, 0.0000000053, 12, 0.248, 1.44, 1.44
19, 0.0000079267, 0.0000000034, 10, 0.024, 0.045, 0.0000079267, 0.0000000034, 1, 0.0000079267, 0.0000000034, 1, 0.021, 1.00, 1.00
20, 0.0114450502, 0.0000045609, 18, 0.472, 4.613, 0.0114450502, 0.0000045609, 172, 0.0114152649, 0.0000037059, 1081, 22.384, 1.00, 1.00
21, 0.0015838905, 0.0000034018, 17, 0.154, 0.631, 0.0015838905, 0.0000034018, 23, 0.0015838905, 0.0000034018, 23, 0.476, 1.00, 1.00
22, 0.0000430183, 0.0000017960, 18, 0.053, 1.295, 0.0000430183, 0.0000017960, 60, 0.0000430183, 0.0000017960, 60, 1.242, 1.00, 1.00
23, 0.0000047038, 0.0000000002, 34, 0.077, 0.098, 0.0000075332, 0.0000000174, 1, 0.0000075332, 0.0000000174, 1, 0.021, 1.60, 1.60
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000070599, 0.0000003619, 10, 0.023, 0.044, 0.0000070599, 0.0000003619, 1, 0.0000070599, 0.0000003619, 1, 0.021, 1.00, 1.00
1, 0.0006426263, 0.0000157850, 83, 0.359, 2.948, 0.0007333273, 0.0000010488, 125, 0.0007333273, 0.0000010488, 125, 2.588, 1.14, 1.14
2, 0.0000297465, 0.0000005631, 15, 0.045, 0.127, 0.0000321488, 0.0000000044, 4, 0.0000321488, 0.0000000044, 4, 0.083, 1.08, 1.08
3, 0.0070764513, 0.0000058559, 100, 0.715, 6.927, 0.0073145027, 0.0000030814, 281, 0.0063137910, 0.0000235797, 940, 19.464, 1.03, 0.89
4, 0.0000167155, 0.0000000146, 15, 0.045, 0.811, 0.0000167155, 0.0000000146, 37, 0.0000167155, 0.0000000146, 37, 0.766, 1.00, 1.00
5, 0.0000083292, 0.0000000077, 10, 0.025, 0.046, 0.0000083292, 0.0000000077, 1, 0.0000083292, 0.0000000077, 1, 0.021, 1.00, 1.00
6, 0.0067284640, 0.0000103364, 100, 0.714, 6.926, 0.0068784179, 0.0000018977, 289, 0.0060597224, 0.0000030526, 789, 16.337, 1.02, 0.90
7, 0.0000639130, 0.0000001361, 10, 0.025, 0.046, 0.0000678717, 0.0000000802, 1, 0.0000678717, 0.0000000802, 1, 0.021, 1.06, 1.06
8, 0.0131832168, 0.0000182428, 100, 0.933, 7.145, 0.0142734450, 0.0006100792, 279, 0.0121901604, 0.0000041372, 1042, 21.576, 1.08, 0.92
9, 0.0000078519, 0.0000000137, 15, 0.036, 0.926, 0.0000078519, 0.0000000137, 43, 0.0000078519, 0.0000000137, 43, 0.890, 1.00, 1.00
10, 0.0000186520, 0.0000003844, 10, 0.023, 0.064, 0.0000191875, 0.0000009956, 2, 0.0000191875, 0.0000009956, 2, 0.041, 1.03, 1.03
11, 0.0062315248, 0.0000165745, 60, 0.360, 6.572, 0.0062989101, 0.0000037334, 277, 0.0061968703, 0.0000044808, 704, 14.577, 1.01, 0.99
12, 0.0000335703, 0.0000001748, 10, 0.025, 0.066, 0.0000344729, 0.0000000659, 2, 0.0000344729, 0.0000000659, 2, 0.041, 1.03, 1.03
13, 0.0140594428, 0.0000365345, 90, 0.729, 6.941, 0.0141804456, 0.0000217612, 277, 0.0123669163, 0.0000016322, 1753, 36.298, 1.01, 0.88
14, 0.0000054017, 0.0000000360, 14, 0.177, 0.198, 0.0000054017, 0.0000000360, 1, 0.0000054017, 0.0000000360, 1, 0.021, 1.00, 1.00
15, 0.0000124201, 0.0000000140, 11, 0.025, 0.067, 0.0000124201, 0.0000000140, 2, 0.0000124201, 0.0000000140, 2, 0.041, 1.00, 1.00
16, 0.0033207943, 0.0000218417, 100, 0.682, 6.894, 0.0033777624, 0.0000043118, 197, 0.0031463854, 0.0000003966, 579, 11.989, 1.02, 0.95
17, 0.0000039037, 0.0000000011, 15, 0.062, 0.518, 0.0000039037, 0.0000000011, 22, 0.0000039037, 0.0000000011, 22, 0.456, 1.00, 1.00
18, 0.0000024512, 0.0000000290, 16, 0.057, 0.305, 0.0000035036, 0.0000000053, 12, 0.0000035036, 0.0000000053, 12, 0.248, 1.43, 1.43
19, 0.0000079267, 0.0000000034, 10, 0.024, 0.045, 0.0000079267, 0.0000000034, 1, 0.0000079267, 0.0000000034, 1, 0.021, 1.00, 1.00
20, 0.0114399243, 0.0000011282, 18, 0.399, 6.611, 0.0114399243, 0.0000011282, 215, 0.0114152649, 0.0000037059, 1081, 22.384, 1.00, 1.00
21, 0.0015838905, 0.0000034018, 18, 0.141, 0.617, 0.0015838905, 0.0000034018, 23, 0.0015838905, 0.0000034018, 23, 0.476, 1.00, 1.00
22, 0.0000430183, 0.0000017960, 18, 0.058, 1.300, 0.0000430183, 0.0000017960, 60, 0.0000430183, 0.0000017960, 60, 1.242, 1.00, 1.00
23, 0.0000047040, 0.0000000041, 50, 0.117, 0.138, 0.0000075332, 0.0000000174, 1, 0.0000075332, 0.0000000174, 1, 0.021, 1.60, 1.60
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000070599, 0.0000003619, 10, 0.023, 0.043, 0.0000070599, 0.0000003619, 1, 0.0000070599, 0.0000003619, 1, 0.021, 1.00, 1.00
1, 0.0006313777, 0.0000060279, 83, 0.391, 2.980, 0.0007333273, 0.0000010488, 125, 0.0007333273, 0.0000010488, 125, 2.588, 1.16, 1.16
2, 0.0000307032, 0.0000002991, 15, 0.043, 0.126, 0.0000321488, 0.0000000044, 4, 0.0000321488, 0.0000000044, 4, 0.083, 1.05, 1.05
3, 0.0060984053, 0.0001029278, 100, 0.676, 20.140, 0.0063137910, 0.0000235797, 940, 0.0063137910, 0.0000235797, 940, 19.464, 1.04, 1.04
4, 0.0000167155, 0.0000000146, 15, 0.047, 0.813, 0.0000167155, 0.0000000146, 37, 0.0000167155, 0.0000000146, 37, 0.766, 1.00, 1.00
5, 0.0000083292, 0.0000000077, 10, 0.024, 0.045, 0.0000083292, 0.0000000077, 1, 0.0000083292, 0.0000000077, 1, 0.021, 1.00, 1.00
6, 0.0059746068, 0.0000143472, 60, 0.281, 16.618, 0.0060597224, 0.0000030526, 789, 0.0060597224, 0.0000030526, 789, 16.337, 1.01, 1.01
7, 0.0000641418, 0.0000002679, 10, 0.026, 0.047, 0.0000678717, 0.0000000802, 1, 0.0000678717, 0.0000000802, 1, 0.021, 1.06, 1.06
8, 0.0120410268, 0.0000192378, 89, 0.843, 21.549, 0.0122306241, 0.0000049449, 786, 0.0121901604, 0.0000041372, 1042, 21.576, 1.02, 1.01
9, 0.0000078519, 0.0000000137, 15, 0.035, 0.926, 0.0000078519, 0.0000000137, 43, 0.0000078519, 0.0000000137, 43, 0.890, 1.00, 1.00
10, 0.0000186737, 0.0000004144, 10, 0.024, 0.065, 0.0000191875, 0.0000009956, 2, 0.0000191875, 0.0000009956, 2, 0.041, 1.03, 1.03
11, 0.0061413623, 0.0000169147, 89, 0.560, 15.137, 0.0061968703, 0.0000044808, 704, 0.0061968703, 0.0000044808, 704, 14.577, 1.01, 1.01
12, 0.0000340547, 0.0000002787, 10, 0.024, 0.066, 0.0000344729, 0.0000000659, 2, 0.0000344729, 0.0000000659, 2, 0.041, 1.01, 1.01
13, 0.0125569947, 0.0000300361, 100, 1.021, 21.728, 0.0128018922, 0.0000031976, 1000, 0.0123669163, 0.0000016322, 1753, 36.298, 1.02, 0.98
14, 0.0000054017, 0.0000000360, 14, 0.176, 0.197, 0.0000054017, 0.0000000360, 1, 0.0000054017, 0.0000000360, 1, 0.021, 1.00, 1.00
15, 0.0000124201, 0.0000000140, 11, 0.025, 0.066, 0.0000124201, 0.0000000140, 2, 0.0000124201, 0.0000000140, 2, 0.041, 1.00, 1.00
16, 0.0030866812, 0.0000054598, 89, 0.455, 12.444, 0.0031463854, 0.0000003966, 579, 0.0031463854, 0.0000003966, 579, 11.989, 1.02, 1.02
17, 0.0000039037, 0.0000000011, 15, 0.061, 0.516, 0.0000039037, 0.0000000011, 22, 0.0000039037, 0.0000000011, 22, 0.456, 1.00, 1.00
18, 0.0000024262, 0.0000000309, 16, 0.033, 0.282, 0.0000035036, 0.0000000053, 12, 0.0000035036, 0.0000000053, 12, 0.248, 1.44, 1.44
19, 0.0000079267, 0.0000000034, 10, 0.024, 0.045, 0.0000079267, 0.0000000034, 1, 0.0000079267, 0.0000000034, 1, 0.021, 1.00, 1.00
20, 0.0114301076, 0.0000094639, 18, 0.409, 21.115, 0.0114301076, 0.0000094639, 823, 0.0114152649, 0.0000037059, 1081, 22.384, 1.00, 1.00
21, 0.0015838905, 0.0000034018, 18, 0.159, 0.635, 0.0015838905, 0.0000034018, 23, 0.0015838905, 0.0000034018, 23, 0.476, 1.00, 1.00
22, 0.0000430183, 0.0000017960, 18, 0.056, 1.298, 0.0000430183, 0.0000017960, 60, 0.0000430183, 0.0000017960, 60, 1.242, 1.00, 1.00
23, 0.0000046755, 0.0000000429, 34, 0.076, 0.097, 0.0000075332, 0.0000000174, 1, 0.0000075332, 0.0000000174, 1, 0.021, 1.61, 1.61
BENCH: resnet18
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0001205872, 0.0000030100, 100, 0.237, 0.249, 0.0003020226, 0.0000003546, 1, 0.0000643116, 0.0000001222, 35, 0.419, 2.50, 0.53
1, 0.0000097939, 0.0000000089, 11, 0.025, 0.036, 0.0000097939, 0.0000000089, 1, 0.0000092200, 0.0000000033, 2, 0.024, 1.00, 0.94
2, 0.0001821040, 0.0000034739, 86, 0.175, 0.187, 0.0002098606, 0.0000140918, 1, 0.0000680324, 0.0000000395, 33, 0.395, 1.15, 0.37
3, 0.0000085297, 0.0000012021, 11, 0.026, 0.038, 0.0000096337, 0.0000000324, 1, 0.0000057407, 0.0000000106, 2, 0.024, 1.13, 0.67
4, 0.0002311057, 0.0000005858, 31, 0.067, 0.079, 0.0002311057, 0.0000005858, 1, 0.0000641341, 0.0000001946, 48, 0.575, 1.00, 0.28
5, 0.0000068053, 0.0000000166, 10, 0.023, 0.035, 0.0000068053, 0.0000000166, 1, 0.0000068053, 0.0000000166, 1, 0.012, 1.00, 1.00
6, 0.0012221888, 0.0000205408, 100, 0.470, 0.482, 0.0053431379, 0.0002130964, 1, 0.0008502170, 0.0000011279, 627, 7.505, 4.37, 0.70
7, 0.0001415187, 0.0000008333, 28, 0.088, 0.100, 0.0003096172, 0.0000006126, 1, 0.0000173464, 0.0000000323, 58, 0.694, 2.19, 0.12
8, 0.0064390190, 0.0000137634, 94, 0.444, 0.456, 0.0171320108, 0.0000541427, 1, 0.0007689352, 0.0000010184, 769, 9.205, 2.66, 0.12
9, 0.0000157159, 0.0000000179, 11, 0.027, 0.039, 0.0000157159, 0.0000000179, 1, 0.0000137338, 0.0000006754, 2, 0.024, 1.00, 0.87
10, 0.0010622305, 0.0000178063, 95, 0.409, 0.421, 0.0055194643, 0.0001025892, 1, 0.0007732833, 0.0000006535, 964, 11.540, 5.20, 0.73
11, 0.0012654508, 0.0000062328, 58, 0.318, 0.330, 0.0014305809, 0.0000865277, 1, 0.0004262619, 0.0000002770, 292, 3.495, 1.13, 0.34
12, 0.0000114560, 0.0000000061, 11, 0.025, 0.037, 0.0000114560, 0.0000000061, 1, 0.0000111134, 0.0000000382, 2, 0.024, 1.00, 0.97
13, 0.0054904342, 0.0008841572, 30, 0.327, 0.339, 0.0135209363, 0.0000383844, 1, 0.0007961466, 0.0000002171, 451, 5.399, 2.46, 0.15
14, 0.0000119980, 0.0000003372, 11, 0.024, 0.036, 0.0000122578, 0.0000008088, 1, 0.0000111067, 0.0000000158, 2, 0.024, 1.02, 0.93
15, 0.0012754518, 0.0000157142, 89, 0.332, 0.344, 0.0033282442, 0.0000227473, 1, 0.0007774591, 0.0000012583, 1119, 13.395, 2.61, 0.61
16, 0.0000050095, 0.0000002599, 10, 0.023, 0.035, 0.0000050095, 0.0000002599, 1, 0.0000044533, 0.0000000078, 2, 0.024, 1.00, 0.89
17, 0.0075478722, 0.0000023267, 78, 0.454, 0.466, 0.0204493918, 0.0000296858, 1, 0.0004383086, 0.0000002835, 259, 3.100, 2.71, 0.06
18, 0.0000076502, 0.0000000131, 11, 0.026, 0.038, 0.0000076502, 0.0000000131, 1, 0.0000076502, 0.0000000131, 1, 0.012, 1.00, 1.00
19, 0.0011474920, 0.0000165784, 100, 0.491, 0.503, 0.0015614667, 0.0001084966, 1, 0.0008353861, 0.0000009257, 514, 6.153, 1.36, 0.73
20, 0.0000077047, 0.0000003449, 10, 0.022, 0.034, 0.0000078278, 0.0000007196, 1, 0.0000076240, 0.0000001283, 2, 0.024, 1.02, 0.99
21, 0.0020266427, 0.0000268138, 99, 1.241, 1.253, 0.0134740273, 0.0000275317, 1, 0.0008330794, 0.0000002631, 865, 10.354, 6.65, 0.41
22, 0.0000040846, 0.0000002214, 10, 0.023, 0.035, 0.0000040846, 0.0000002214, 1, 0.0000038566, 0.0000000104, 2, 0.024, 1.00, 0.94
23, 0.0005354617, 0.0000115873, 100, 0.373, 0.385, 0.0007596217, 0.0000017980, 1, 0.0004545395, 0.0000004487, 290, 3.471, 1.42, 0.85
24, 0.0012017850, 0.0000211924, 100, 0.368, 0.380, 0.0015855995, 0.0001021488, 1, 0.0007955368, 0.0000006584, 577, 6.907, 1.32, 0.66
25, 0.0000067345, 0.0000004735, 11, 0.024, 0.036, 0.0000078966, 0.0000003903, 1, 0.0000055437, 0.0000000105, 2, 0.024, 1.17, 0.82
26, 0.0012365993, 0.0000040402, 99, 0.608, 0.620, 0.0013720992, 0.0000026005, 1, 0.0007908142, 0.0000010938, 1200, 14.365, 1.11, 0.64
27, 0.0000024497, 0.0000000429, 32, 0.070, 0.082, 0.0000107007, 0.0000000225, 1, 0.0000032852, 0.0000000011, 53, 0.634, 4.37, 1.34
28, 0.0000001755, 0.0000000283, 10, 0.023, 0.035, 0.0000062637, 0.0000000213, 1, 0.0000062637, 0.0000000213, 1, 0.012, 35.69, 35.69
29, 0.0000153258, 0.0000001141, 69, 0.168, 0.180, 0.0000552472, 0.0000002793, 1, 0.0000098280, 0.0000000087, 29, 0.347, 3.60, 0.64
30, 0.0000043800, 0.0000000202, 51, 0.123, 0.135, 0.0000104100, 0.0000000153, 1, 0.0000073053, 0.0000000272, 53, 0.634, 2.38, 1.67
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000848062, 0.0000004855, 60, 0.119, 0.239, 0.0001030427, 0.0000063543, 8, 0.0000643116, 0.0000001222, 35, 0.419, 1.22, 0.76
1, 0.0000092200, 0.0000000033, 10, 0.025, 0.049, 0.0000092200, 0.0000000033, 2, 0.0000092200, 0.0000000033, 2, 0.024, 1.00, 1.00
2, 0.0000703955, 0.0000003651, 89, 0.199, 0.319, 0.0001171239, 0.0000004990, 9, 0.0000680324, 0.0000000395, 33, 0.395, 1.66, 0.97
3, 0.0000057407, 0.0000000106, 10, 0.025, 0.049, 0.0000057407, 0.0000000106, 2, 0.0000057407, 0.0000000106, 2, 0.024, 1.00, 1.00
4, 0.0000768919, 0.0000000309, 31, 0.056, 0.176, 0.0000768919, 0.0000000309, 8, 0.0000641341, 0.0000001946, 48, 0.575, 1.00, 0.83
5, 0.0000068053, 0.0000000166, 10, 0.023, 0.035, 0.0000068053, 0.0000000166, 1, 0.0000068053, 0.0000000166, 1, 0.012, 1.00, 1.00
6, 0.0008652158, 0.0000130591, 100, 0.429, 0.549, 0.0010891004, 0.0000022171, 10, 0.0008502170, 0.0000011279, 627, 7.505, 1.26, 0.98
7, 0.0000939515, 0.0000001417, 45, 0.141, 0.261, 0.0001000905, 0.0000046672, 7, 0.0000173464, 0.0000000323, 58, 0.694, 1.07, 0.18
8, 0.0010110843, 0.0000075040, 86, 0.269, 0.389, 0.0012803833, 0.0002312027, 5, 0.0007689352, 0.0000010184, 769, 9.205, 1.27, 0.76
9, 0.0000137338, 0.0000006754, 10, 0.024, 0.048, 0.0000137338, 0.0000006754, 2, 0.0000137338, 0.0000006754, 2, 0.024, 1.00, 1.00
10, 0.0008956070, 0.0000502379, 100, 0.377, 0.496, 0.0011076731, 0.0000005857, 10, 0.0007732833, 0.0000006535, 964, 11.540, 1.24, 0.86
11, 0.0006220158, 0.0000034641, 53, 0.158, 0.278, 0.0006526354, 0.0000002855, 6, 0.0004262619, 0.0000002770, 292, 3.495, 1.05, 0.69
12, 0.0000111134, 0.0000000382, 10, 0.023, 0.047, 0.0000111134, 0.0000000382, 2, 0.0000111134, 0.0000000382, 2, 0.024, 1.00, 1.00
13, 0.0012037953, 0.0000129663, 96, 0.472, 0.591, 0.0012867215, 0.0000004715, 4, 0.0007961466, 0.0000002171, 451, 5.399, 1.07, 0.66
14, 0.0000111067, 0.0000000158, 10, 0.023, 0.047, 0.0000111067, 0.0000000158, 2, 0.0000111067, 0.0000000158, 2, 0.024, 1.00, 1.00
15, 0.0010276910, 0.0000241436, 86, 0.258, 0.377, 0.0011292124, 0.0000570203, 6, 0.0007774591, 0.0000012583, 1119, 13.395, 1.10, 0.76
