BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
38, 0.0000048280, 0.0000000013, 18, 0.086, 2.300, 0.0000048280, 0.0000000013, 86, 0.0000048280, 0.0000000013, 86, 2.214, 1.00, 1.00
39, 0.0000049136, 0.0000000002, 18, 0.072, 2.672, 0.0000049136, 0.0000000002, 101, 0.0000049136, 0.0000000002, 101, 2.600, 1.00, 1.00
40, 0.0000065778, 0.0000000005, 18, 0.093, 2.307, 0.0000065778, 0.0000000005, 86, 0.0000065778, 0.0000000005, 86, 2.214, 1.00, 1.00
41, 0.0000098317, 0.0000000002, 17, 0.097, 0.870, 0.0000098317, 0.0000000002, 30, 0.0000098317, 0.0000000002, 30, 0.772, 1.00, 1.00
42, 0.0000217119, 0.0000000257, 18, 0.085, 0.137, 0.0000217119, 0.0000000257, 2, 0.0000217119, 0.0000000257, 2, 0.051, 1.00, 1.00
43, 0.0000022792, 0.0000000008, 2, 0.021, 0.072, 0.0000022792, 0.0000000008, 2, 0.0000022792, 0.0000000008, 2, 0.051, 1.00, 1.00
44, 0.0000350848, 0.0000000742, 18, 0.088, 7.811, 0.0000350848, 0.0000000742, 203, 0.0000220026, 0.0000000257, 446, 11.482, 1.00, 0.63
45, 0.0000033521, 0.0000000019, 2, 0.021, 1.411, 0.0000033521, 0.0000000019, 54, 0.0000033521, 0.0000000019, 54, 1.390, 1.00, 1.00
46, 0.0000055769, 0.0000000002, 18, 0.081, 1.883, 0.0000055769, 0.0000000002, 70, 0.0000055769, 0.0000000002, 70, 1.802, 1.00, 1.00
47, 0.0000472656, 0.0000001057, 18, 0.180, 7.903, 0.0000472656, 0.0000001057, 270, 0.0000426931, 0.0000000735, 502, 12.923, 1.00, 0.90
48, 0.0000028521, 0.0000000001, 2, 0.020, 1.436, 0.0000028521, 0.0000000001, 55, 0.0000028521, 0.0000000001, 55, 1.416, 1.00, 1.00
49, 0.0000069837, 0.0000000002, 18, 0.100, 2.829, 0.0000069837, 0.0000000002, 106, 0.0000069837, 0.0000000002, 106, 2.729, 1.00, 1.00
50, 0.0000023144, 0.0000000016, 2, 0.021, 0.072, 0.0000023144, 0.0000000016, 2, 0.0000023144, 0.0000000016, 2, 0.051, 1.00, 1.00
51, 0.0000107526, 0.0000000322, 18, 0.090, 3.643, 0.0000107526, 0.0000000322, 138, 0.0000107526, 0.0000000322, 138, 3.553, 1.00, 1.00
52, 0.0000036640, 0.0000002749, 2, 0.021, 0.046, 0.0000036640, 0.0000002749, 1, 0.0000036640, 0.0000002749, 1, 0.026, 1.00, 1.00
53, 0.0000024532, 0.0000000004, 2, 0.021, 0.175, 0.0000024532, 0.0000000004, 6, 0.0000024532, 0.0000000004, 6, 0.154, 1.00, 1.00
54, 0.0000163440, 0.0000000012, 18, 0.074, 3.575, 0.0000163440, 0.0000000012, 136, 0.0000163440, 0.0000000012, 136, 3.501, 1.00, 1.00
55, 0.0000022941, 0.0000000016, 2, 0.021, 0.175, 0.0000022941, 0.0000000016, 6, 0.0000022941, 0.0000000016, 6, 0.154, 1.00, 1.00
56, 0.0000161954, 0.0000000005, 17, 0.065, 3.541, 0.0000161954, 0.0000000005, 135, 0.0000161954, 0.0000000005, 135, 3.475, 1.00, 1.00
57, 0.0000023160, 0.0000000115, 2, 0.021, 0.124, 0.0000023160, 0.0000000115, 4, 0.0000023160, 0.0000000115, 4, 0.103, 1.00, 1.00
58, 0.0000087266, 0.0000000006, 17, 0.075, 5.919, 0.0000087266, 0.0000000006, 227, 0.0000087266, 0.0000000006, 227, 5.844, 1.00, 1.00
59, 0.0000023075, 0.0000000016, 2, 0.021, 0.150, 0.0000023075, 0.0000000016, 5, 0.0000023075, 0.0000000016, 5, 0.129, 1.00, 1.00
60, 0.0000087400, 0.0000000003, 17, 0.075, 3.628, 0.0000087400, 0.0000000003, 138, 0.0000087400, 0.0000000003, 138, 3.553, 1.00, 1.00
61, 0.0000022841, 0.0000000016, 2, 0.021, 0.098, 0.0000022841, 0.0000000016, 3, 0.0000022841, 0.0000000016, 3, 0.077, 1.00, 1.00
62, 0.0000193708, 0.0000000440, 18, 0.082, 3.918, 0.0000193708, 0.0000000440, 149, 0.0000193708, 0.0000000440, 149, 3.836, 1.00, 1.00
63, 0.0000022774, 0.0000000024, 2, 0.021, 0.098, 0.0000022774, 0.0000000024, 3, 0.0000022774, 0.0000000024, 3, 0.077, 1.00, 1.00
64, 0.0000022361, 0.0000000035, 2, 0.020, 0.741, 0.0000022361, 0.0000000035, 28, 0.0000022361, 0.0000000035, 28, 0.721, 1.00, 1.00
65, 0.0000147926, 0.0000000004, 18, 0.062, 4.516, 0.0000147926, 0.0000000004, 173, 0.0000147926, 0.0000000004, 173, 4.454, 1.00, 1.00
66, 0.0000045810, 0.0000004442, 2, 0.021, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2182929491377428.50, 2182929491377428.50
67, 0.0000762823, 0.0000000073, 97, 0.513, 0.539, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 131091952265050.45, 131091952265050.45
68, 0.0000041010, 0.0000004117, 2, 0.021, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2438429651304560.00, 2438429651304560.00
69, 0.0000022695, 0.0000000023, 2, 0.020, 0.690, 0.0000022695, 0.0000000023, 26, 0.0000022695, 0.0000000023, 26, 0.669, 1.00, 1.00
70, 0.0000022385, 0.0000000005, 2, 0.020, 0.174, 0.0000022385, 0.0000000005, 6, 0.0000022385, 0.0000000005, 6, 0.154, 1.00, 1.00
71, 0.0000137452, 0.0000000016, 14, 0.051, 4.196, 0.0000137452, 0.0000000016, 161, 0.0000137452, 0.0000000016, 161, 4.145, 1.00, 1.00
72, 0.0000022924, 0.0000000016, 12, 0.038, 0.166, 0.0000022924, 0.0000000016, 5, 0.0000022924, 0.0000000016, 5, 0.129, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000082752, 0.0000000002, 18, 0.067, 3.105, 0.0000082752, 0.0000000002, 118, 0.0000082752, 0.0000000002, 118, 3.038, 1.00, 1.00
1, 0.0000067194, 0.0000000003, 18, 0.097, 2.080, 0.0000067194, 0.0000000003, 77, 0.0000067194, 0.0000000003, 77, 1.982, 1.00, 1.00
2, 0.0000141316, 0.0000000022, 18, 0.072, 4.835, 0.0000141316, 0.0000000022, 185, 0.0000141316, 0.0000000022, 185, 4.763, 1.00, 1.00
3, 0.0000157676, 0.0000000003, 18, 0.126, 4.193, 0.0000157676, 0.0000000003, 158, 0.0000157676, 0.0000000003, 158, 4.068, 1.00, 1.00
4, 0.0000022363, 0.0000000007, 2, 0.021, 0.665, 0.0000022363, 0.0000000007, 25, 0.0000022363, 0.0000000007, 25, 0.644, 1.00, 1.00
5, 0.0000091675, 0.0000000007, 14, 0.099, 5.300, 0.0000091675, 0.0000000007, 202, 0.0000091675, 0.0000000007, 202, 5.200, 1.00, 1.00
6, 0.0000084702, 0.0000000002, 18, 0.076, 2.882, 0.0000084702, 0.0000000002, 109, 0.0000084702, 0.0000000002, 109, 2.806, 1.00, 1.00
7, 0.0000065304, 0.0000000041, 18, 0.098, 2.750, 0.0000065304, 0.0000000041, 103, 0.0000065304, 0.0000000041, 103, 2.652, 1.00, 1.00
8, 0.0000116648, 0.0000000281, 18, 0.087, 3.433, 0.0000116648, 0.0000000281, 130, 0.0000116648, 0.0000000281, 130, 3.347, 1.00, 1.00
9, 0.0000137602, 0.0000000014, 18, 0.131, 4.971, 0.0000137602, 0.0000000014, 188, 0.0000137602, 0.0000000014, 188, 4.840, 1.00, 1.00
10, 0.0000025730, 0.0000000001, 2, 0.022, 0.228, 0.0000025730, 0.0000000001, 8, 0.0000025730, 0.0000000001, 8, 0.206, 1.00, 1.00
11, 0.0000098167, 0.0000000011, 17, 0.059, 3.045, 0.0000098167, 0.0000000011, 116, 0.0000098167, 0.0000000011, 116, 2.986, 1.00, 1.00
12, 0.0000065510, 0.0000000004, 17, 0.063, 2.535, 0.0000065510, 0.0000000004, 96, 0.0000065510, 0.0000000004, 96, 2.471, 1.00, 1.00
13, 0.0000104566, 0.0000000004, 9, 0.102, 1.389, 0.0000104566, 0.0000000004, 50, 0.0000104566, 0.0000000004, 50, 1.287, 1.00, 1.00
14, 0.0000115904, 0.0000000237, 18, 0.062, 4.902, 0.0000115904, 0.0000000237, 188, 0.0000115904, 0.0000000237, 188, 4.840, 1.00, 1.00
15, 0.0000184416, 0.0000003042, 18, 0.100, 5.172, 0.0000184416, 0.0000003042, 197, 0.0000184416, 0.0000003042, 197, 5.072, 1.00, 1.00
16, 0.0000079329, 0.0000000002, 18, 0.087, 2.507, 0.0000079329, 0.0000000002, 94, 0.0000079329, 0.0000000002, 94, 2.420, 1.00, 1.00
17, 0.0000077534, 0.0000000011, 18, 0.088, 3.126, 0.0000077534, 0.0000000011, 118, 0.0000077534, 0.0000000011, 118, 3.038, 1.00, 1.00
18, 0.0000105924, 0.0000000308, 17, 0.092, 1.946, 0.0000105924, 0.0000000308, 72, 0.0000105924, 0.0000000308, 72, 1.854, 1.00, 1.00
19, 0.0000235520, 0.0000007241, 90, 0.826, 0.851, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 424592391304347.88, 424592391304347.88
20, 0.0000161009, 0.0000000004, 18, 0.121, 0.662, 0.0000161009, 0.0000000004, 21, 0.0000161009, 0.0000000004, 21, 0.541, 1.00, 1.00
21, 0.0000022887, 0.0000000036, 2, 0.021, 1.051, 0.0000022887, 0.0000000036, 40, 0.0000022887, 0.0000000036, 40, 1.030, 1.00, 1.00
22, 0.0000070824, 0.0000000045, 17, 0.159, 7.007, 0.0000070824, 0.0000000045, 266, 0.0000070824, 0.0000000045, 266, 6.848, 1.00, 1.00
23, 0.0000065967, 0.0000000005, 18, 0.067, 4.701, 0.0000065967, 0.0000000005, 180, 0.0000065967, 0.0000000005, 180, 4.634, 1.00, 1.00
24, 0.0000071857, 0.0000000006, 18, 0.090, 0.811, 0.0000071857, 0.0000000006, 28, 0.0000071857, 0.0000000006, 28, 0.721, 1.00, 1.00
25, 0.0000148469, 0.0000000005, 17, 0.125, 1.077, 0.0000148469, 0.0000000005, 37, 0.0000148469, 0.0000000005, 37, 0.953, 1.00, 1.00
26, 0.0000022857, 0.0000000058, 2, 0.021, 1.308, 0.0000022857, 0.0000000058, 50, 0.0000022857, 0.0000000058, 50, 1.287, 1.00, 1.00
27, 0.0000072425, 0.0000000003, 18, 0.095, 2.540, 0.0000072425, 0.0000000003, 95, 0.0000072425, 0.0000000003, 95, 2.446, 1.00, 1.00
28, 0.0000065930, 0.0000000001, 18, 0.072, 2.183, 0.0000065930, 0.0000000001, 82, 0.0000065930, 0.0000000001, 82, 2.111, 1.00, 1.00
29, 0.0000064975, 0.0000000054, 18, 0.089, 1.557, 0.0000064975, 0.0000000054, 57, 0.0000064975, 0.0000000054, 57, 1.467, 1.00, 1.00
30, 0.0000114549, 0.0000000003, 18, 0.068, 2.925, 0.0000114549, 0.0000000003, 111, 0.0000114549, 0.0000000003, 111, 2.858, 1.00, 1.00
31, 0.0000147098, 0.0000000025, 18, 0.095, 0.250, 0.0000147098, 0.0000000025, 6, 0.0000147098, 0.0000000025, 6, 0.154, 1.00, 1.00
32, 0.0000028421, 0.0000000001, 2, 0.021, 0.484, 0.0000028421, 0.0000000001, 18, 0.0000028421, 0.0000000001, 18, 0.463, 1.00, 1.00
33, 0.0000110980, 0.0000000002, 18, 0.067, 3.208, 0.0000110980, 0.0000000002, 122, 0.0000110980, 0.0000000002, 122, 3.141, 1.00, 1.00
34, 0.0000056171, 0.0000000001, 18, 0.106, 2.783, 0.0000056171, 0.0000000001, 104, 0.0000056171, 0.0000000001, 104, 2.677, 1.00, 1.00
35, 0.0000100082, 0.0000000004, 19, 0.132, 4.689, 0.0000100082, 0.0000000004, 177, 0.0000100082, 0.0000000004, 177, 4.557, 1.00, 1.00
36, 0.0000267624, 0.0000000012, 19, 0.164, 7.449, 0.0000267624, 0.0000000012, 283, 0.0000267624, 0.0000000012, 283, 7.286, 1.00, 1.00
37, 0.0000024762, 0.0000000001, 2, 0.021, 0.407, 0.0000024762, 0.0000000001, 15, 0.0000024762, 0.0000000001, 15, 0.386, 1.00, 1.00
38, 0.0000048280, 0.0000000013, 18, 0.090, 2.304, 0.0000048280, 0.0000000013, 86, 0.0000048280, 0.0000000013, 86, 2.214, 1.00, 1.00
39, 0.0000049136, 0.0000000002, 18, 0.077, 2.677, 0.0000049136, 0.0000000002, 101, 0.0000049136, 0.0000000002, 101, 2.600, 1.00, 1.00
40, 0.0000065778, 0.0000000005, 18, 0.082, 2.296, 0.0000065778, 0.0000000005, 86, 0.0000065778, 0.0000000005, 86, 2.214, 1.00, 1.00
41, 0.0000098317, 0.0000000002, 17, 0.092, 0.864, 0.0000098317, 0.0000000002, 30, 0.0000098317, 0.0000000002, 30, 0.772, 1.00, 1.00
42, 0.0000217119, 0.0000000257, 18, 0.085, 0.136, 0.0000217119, 0.0000000257, 2, 0.0000217119, 0.0000000257, 2, 0.051, 1.00, 1.00
43, 0.0000022792, 0.0000000008, 2, 0.021, 0.072, 0.0000022792, 0.0000000008, 2, 0.0000022792, 0.0000000008, 2, 0.051, 1.00, 1.00
44, 0.0000220026, 0.0000000257, 18, 0.090, 11.572, 0.0000220026, 0.0000000257, 446, 0.0000220026, 0.0000000257, 446, 11.482, 1.00, 1.00
45, 0.0000033521, 0.0000000019, 2, 0.021, 1.411, 0.0000033521, 0.0000000019, 54, 0.0000033521, 0.0000000019, 54, 1.390, 1.00, 1.00
46, 0.0000055769, 0.0000000002, 18, 0.078, 1.880, 0.0000055769, 0.0000000002, 70, 0.0000055769, 0.0000000002, 70, 1.802, 1.00, 1.00
47, 0.0000426931, 0.0000000735, 9, 0.281, 13.204, 0.0000426931, 0.0000000735, 502, 0.0000426931, 0.0000000735, 502, 12.923, 1.00, 1.00
48, 0.0000028521, 0.0000000001, 2, 0.021, 1.436, 0.0000028521, 0.0000000001, 55, 0.0000028521, 0.0000000001, 55, 1.416, 1.00, 1.00
49, 0.0000069837, 0.0000000002, 18, 0.114, 2.843, 0.0000069837, 0.0000000002, 106, 0.0000069837, 0.0000000002, 106, 2.729, 1.00, 1.00
50, 0.0000023144, 0.0000000016, 2, 0.020, 0.072, 0.0000023144, 0.0000000016, 2, 0.0000023144, 0.0000000016, 2, 0.051, 1.00, 1.00
51, 0.0000107526, 0.0000000322, 18, 0.090, 3.642, 0.0000107526, 0.0000000322, 138, 0.0000107526, 0.0000000322, 138, 3.553, 1.00, 1.00
52, 0.0000036640, 0.0000002749, 2, 0.021, 0.047, 0.0000036640, 0.0000002749, 1, 0.0000036640, 0.0000002749, 1, 0.026, 1.00, 1.00
53, 0.0000024532, 0.0000000004, 2, 0.021, 0.175, 0.0000024532, 0.0000000004, 6, 0.0000024532, 0.0000000004, 6, 0.154, 1.00, 1.00
54, 0.0000163440, 0.0000000012, 18, 0.073, 3.574, 0.0000163440, 0.0000000012, 136, 0.0000163440, 0.0000000012, 136, 3.501, 1.00, 1.00
55, 0.0000022941, 0.0000000016, 2, 0.021, 0.175, 0.0000022941, 0.0000000016, 6, 0.0000022941, 0.0000000016, 6, 0.154, 1.00, 1.00
56, 0.0000161954, 0.0000000005, 17, 0.065, 3.541, 0.0000161954, 0.0000000005, 135, 0.0000161954, 0.0000000005, 135, 3.475, 1.00, 1.00
57, 0.0000023160, 0.0000000115, 2, 0.020, 0.123, 0.0000023160, 0.0000000115, 4, 0.0000023160, 0.0000000115, 4, 0.103, 1.00, 1.00
58, 0.0000087266, 0.0000000006, 17, 0.067, 5.911, 0.0000087266, 0.0000000006, 227, 0.0000087266, 0.0000000006, 227, 5.844, 1.00, 1.00
59, 0.0000023075, 0.0000000016, 2, 0.020, 0.149, 0.0000023075, 0.0000000016, 5, 0.0000023075, 0.0000000016, 5, 0.129, 1.00, 1.00
60, 0.0000087400, 0.0000000003, 17, 0.075, 3.628, 0.0000087400, 0.0000000003, 138, 0.0000087400, 0.0000000003, 138, 3.553, 1.00, 1.00
61, 0.0000022841, 0.0000000016, 2, 0.021, 0.098, 0.0000022841, 0.0000000016, 3, 0.0000022841, 0.0000000016, 3, 0.077, 1.00, 1.00
62, 0.0000193708, 0.0000000440, 18, 0.084, 3.920, 0.0000193708, 0.0000000440, 149, 0.0000193708, 0.0000000440, 149, 3.836, 1.00, 1.00
63, 0.0000022774, 0.0000000024, 2, 0.021, 0.098, 0.0000022774, 0.0000000024, 3, 0.0000022774, 0.0000000024, 3, 0.077, 1.00, 1.00
64, 0.0000022361, 0.0000000035, 2, 0.020, 0.741, 0.0000022361, 0.0000000035, 28, 0.0000022361, 0.0000000035, 28, 0.721, 1.00, 1.00
65, 0.0000147926, 0.0000000004, 18, 0.064, 4.518, 0.0000147926, 0.0000000004, 173, 0.0000147926, 0.0000000004, 173, 4.454, 1.00, 1.00
66, 0.0000044372, 0.0000006384, 2, 0.021, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2253690418059573.00, 2253690418059573.00
67, 0.0000778078, 0.0000004187, 100, 0.476, 0.502, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 128521764089733.89, 128521764089733.89
68, 0.0000044368, 0.0000004827, 2, 0.021, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2253859734795838.00, 2253859734795838.00
69, 0.0000022695, 0.0000000023, 2, 0.020, 0.690, 0.0000022695, 0.0000000023, 26, 0.0000022695, 0.0000000023, 26, 0.669, 1.00, 1.00
70, 0.0000022385, 0.0000000005, 2, 0.020, 0.174, 0.0000022385, 0.0000000005, 6, 0.0000022385, 0.0000000005, 6, 0.154, 1.00, 1.00
71, 0.0000137452, 0.0000000016, 14, 0.051, 4.196, 0.0000137452, 0.0000000016, 161, 0.0000137452, 0.0000000016, 161, 4.145, 1.00, 1.00
72, 0.0000022924, 0.0000000016, 12, 0.036, 0.165, 0.0000022924, 0.0000000016, 5, 0.0000022924, 0.0000000016, 5, 0.129, 1.00, 1.00
BENCH: densenet121
TOP: 1
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000026088, 0.0000000006, 2, 0.025, 0.128, 0.0000026088, 0.0000000006, 4, 0.0000026088, 0.0000000006, 4, 0.103, 1.00, 1.00
1, 0.0000187993, 0.0000000003, 18, 0.061, 0.318, 0.0000187993, 0.0000000003, 10, 0.0000148889, 0.0000000005, 100, 2.574, 1.00, 0.79
2, 0.0000024737, 0.0000000035, 2, 0.024, 0.102, 0.0000024737, 0.0000000035, 3, 0.0000024737, 0.0000000035, 3, 0.077, 1.00, 1.00
3, 0.0008592795, 0.0000004650, 100, 0.507, 0.533, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 11637656897435.58, 11637656897435.58
4, 0.0000049493, 0.0000004827, 2, 0.024, 0.050, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2020474137931034.25, 2020474137931034.25
5, 0.0001344848, 0.0000002414, 35, 0.123, 0.381, 0.0001367279, 0.0000100075, 22, 0.0000107589, 0.0000000005, 106, 2.729, 1.02, 0.08
6, 0.0000025970, 0.0000000066, 2, 0.024, 0.127, 0.0000025970, 0.0000000066, 4, 0.0000025970, 0.0000000066, 4, 0.103, 1.00, 1.00
7, 0.0000226415, 0.0000000786, 18, 0.061, 0.319, 0.0000226415, 0.0000000786, 5, 0.0000175791, 0.0000000014, 53, 1.364, 1.00, 0.78
8, 0.0000024576, 0.0000000010, 2, 0.023, 0.178, 0.0000024576, 0.0000000010, 6, 0.0000024576, 0.0000000010, 6, 0.154, 1.00, 1.00
9, 0.0000391846, 0.0000000020, 14, 0.200, 0.458, 0.0000391846, 0.0000000020, 8, 0.0000094757, 0.0000000001, 68, 1.751, 1.00, 0.24
10, 0.0000024395, 0.0000000020, 2, 0.023, 0.178, 0.0000024395, 0.0000000020, 6, 0.0000024395, 0.0000000020, 6, 0.154, 1.00, 1.00
11, 0.0000217007, 0.0000015951, 18, 0.102, 0.359, 0.0000217007, 0.0000015951, 1, 0.0000113728, 0.0000000009, 109, 2.806, 1.00, 0.52
12, 0.0000024497, 0.0000000062, 2, 0.022, 0.151, 0.0000024497, 0.0000000062, 5, 0.0000024497, 0.0000000062, 5, 0.129, 1.00, 1.00
13, 0.0000281547, 0.0000004115, 50, 0.261, 0.518, 0.0000399135, 0.0000002886, 8, 0.0000118747, 0.0000000001, 110, 2.832, 1.42, 0.42
14, 0.0000044637, 0.0000004649, 2, 0.022, 0.048, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2240310656411022.25, 2240310656411022.25
15, 0.0000585387, 0.0000002414, 45, 0.337, 0.594, 0.0000804947, 0.0000021561, 63, 0.0000097885, 0.0000000046, 123, 3.166, 1.38, 0.17
16, 0.0000024337, 0.0000000012, 2, 0.022, 0.177, 0.0000024337, 0.0000000012, 6, 0.0000024337, 0.0000000012, 6, 0.154, 1.00, 1.00
17, 0.0000393978, 0.0000000003, 18, 0.075, 0.332, 0.0000393978, 0.0000000003, 2, 0.0000163716, 0.0000000047, 43, 1.107, 1.00, 0.42
18, 0.0000024040, 0.0000000061, 2, 0.022, 0.176, 0.0000024040, 0.0000000061, 6, 0.0000024040, 0.0000000061, 6, 0.154, 1.00, 1.00
19, 0.0000154191, 0.0000000299, 18, 0.090, 0.347, 0.0000154191, 0.0000000299, 10, 0.0000154191, 0.0000000299, 10, 0.257, 1.00, 1.00
20, 0.0000024232, 0.0000000019, 2, 0.021, 0.150, 0.0000024232, 0.0000000019, 5, 0.0000024232, 0.0000000019, 5, 0.129, 1.00, 1.00
21, 0.0000380366, 0.0000000010, 18, 0.087, 0.345, 0.0000380366, 0.0000000010, 2, 0.0000128521, 0.0000000001, 103, 2.652, 1.00, 0.34
22, 0.0000023642, 0.0000000012, 2, 0.021, 0.150, 0.0000023642, 0.0000000012, 5, 0.0000023642, 0.0000000012, 5, 0.129, 1.00, 1.00
23, 0.0000326345, 0.0000002175, 31, 0.119, 0.377, 0.0000334583, 0.0000003553, 6, 0.0000131075, 0.0000000237, 67, 1.725, 1.03, 0.40
24, 0.0000023488, 0.0000000020, 2, 0.021, 0.073, 0.0000023488, 0.0000000020, 2, 0.0000023488, 0.0000000020, 2, 0.051, 1.00, 1.00
25, 0.0000306215, 0.0000000675, 18, 0.072, 0.330, 0.0000306215, 0.0000000675, 3, 0.0000098422, 0.0000000013, 68, 1.751, 1.00, 0.32
26, 0.0000023488, 0.0000000012, 2, 0.021, 0.175, 0.0000023488, 0.0000000012, 6, 0.0000023488, 0.0000000012, 6, 0.154, 1.00, 1.00
27, 0.0000429555, 0.0000000050, 18, 0.070, 0.327, 0.0000429555, 0.0000000050, 2, 0.0000079327, 0.0000000006, 69, 1.776, 1.00, 0.18
28, 0.0000040905, 0.0000004115, 2, 0.020, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2444688913335778.00, 2444688913335778.00
29, 0.0001398860, 0.0000024777, 18, 0.065, 0.323, 0.0001398860, 0.0000024777, 28, 0.0000093864, 0.0000000007, 39, 1.004, 1.00, 0.07
30, 0.0000022866, 0.0000000022, 2, 0.020, 0.072, 0.0000022866, 0.0000000022, 2, 0.0000022866, 0.0000000022, 2, 0.051, 1.00, 1.00
31, 0.0000136783, 0.0000000054, 18, 0.067, 0.221, 0.0000136783, 0.0000000054, 6, 0.0000136783, 0.0000000054, 6, 0.154, 1.00, 1.00
32, 0.0000196462, 0.0000000330, 18, 0.101, 0.359, 0.0000196462, 0.0000000330, 2, 0.0000065173, 0.0000000071, 305, 7.852, 1.00, 0.33
33, 0.0000027531, 0.0000000032, 2, 0.027, 0.053, 0.0000027531, 0.0000000032, 1, 0.0000027531, 0.0000000032, 1, 0.026, 1.00, 1.00
34, 0.0000708985, 0.0000000090, 18, 0.073, 0.331, 0.0000708985, 0.0000000090, 9, 0.0000218206, 0.0000000004, 93, 2.394, 1.00, 0.31
35, 0.0000027461, 0.0000000014, 2, 0.027, 0.156, 0.0000027461, 0.0000000014, 5, 0.0000027461, 0.0000000014, 5, 0.129, 1.00, 1.00
36, 0.0000885447, 0.0000000059, 13, 0.075, 0.332, 0.0000885447, 0.0000000059, 4, 0.0000184900, 0.0000000015, 118, 3.038, 1.00, 0.21
37, 0.0000026418, 0.0000000000, 2, 0.027, 0.181, 0.0000026418, 0.0000000000, 6, 0.0000026418, 0.0000000000, 6, 0.154, 1.00, 1.00
38, 0.0000380878, 0.0000000004, 18, 0.090, 0.347, 0.0000380878, 0.0000000004, 5, 0.0000230775, 0.0000000021, 119, 3.064, 1.00, 0.61
39, 0.0000026092, 0.0000000006, 2, 0.027, 0.155, 0.0000026092, 0.0000000006, 5, 0.0000026092, 0.0000000006, 5, 0.129, 1.00, 1.00
40, 0.0000474434, 0.0000000038, 18, 0.069, 0.326, 0.0000474434, 0.0000000038, 10, 0.0000265733, 0.0000000001, 118, 3.038, 1.00, 0.56
41, 0.0000026088, 0.0000000002, 2, 0.026, 0.180, 0.0000026088, 0.0000000002, 6, 0.0000026088, 0.0000000002, 6, 0.154, 1.00, 1.00
42, 0.0000224607, 0.0000000004, 14, 0.054, 0.312, 0.0000224607, 0.0000000004, 7, 0.0000178899, 0.0000000107, 72, 1.854, 1.00, 0.80
43, 0.0000056318, 0.0000004183, 2, 0.026, 0.052, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 1775620727412624.75, 1775620727412624.75
44, 0.0000984745, 0.0000002411, 89, 0.408, 0.665, 0.0001508542, 0.0000044130, 40, 0.0000136419, 0.0000000346, 56, 1.442, 1.53, 0.14
45, 0.0000026008, 0.0000000053, 2, 0.025, 0.179, 0.0000026008, 0.0000000053, 6, 0.0000026008, 0.0000000053, 6, 0.154, 1.00, 1.00
46, 0.0000206398, 0.0000000776, 18, 0.093, 0.118, 0.0000206398, 0.0000000776, 1, 0.0000206398, 0.0000000776, 1, 0.026, 1.00, 1.00
47, 0.0000026075, 0.0000000002, 2, 0.025, 0.077, 0.0000026075, 0.0000000002, 2, 0.0000026075, 0.0000000002, 2, 0.051, 1.00, 1.00
48, 0.0000395368, 0.0000012038, 18, 0.070, 0.327, 0.0000395368, 0.0000012038, 1, 0.0000178860, 0.0000000064, 106, 2.729, 1.00, 0.45
49, 0.0000026098, 0.0000000005, 2, 0.025, 0.076, 0.0000026098, 0.0000000005, 2, 0.0000026098, 0.0000000005, 2, 0.051, 1.00, 1.00
50, 0.0000336222, 0.0000000008, 18, 0.074, 0.332, 0.0000336222, 0.0000000008, 2, 0.0000178648, 0.0000000009, 107, 2.755, 1.00, 0.53
